"Total Deaths due to Climate Change (by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"CRI"	0.00	12.86	34.07	68.31	121.16	189.77	270.74	370.85	491.87	630.90	765.48	888.67	993.94	1069.88	1129.74	1169.39	1191.37	1199.83	1197.89
"CYP"	0.00	3.56	8.67	15.96	25.58	37.46	51.91	69.69	91.81	113.41	136.25	155.22	168.13	178.11	185.94	192.13	197.42	201.08	203.12
"CZE"	0.00	54.46	127.43	213.91	313.48	428.31	582.69	775.41	948.03	1122.23	1271.85	1349.33	1414.29	1518.00	1637.17	1759.64	1867.84	1952.16	2023.27
"DEU"	0.00	425.01	948.04	1606.99	2505.41	3574.06	4547.85	5476.52	6434.26	7328.69	8035.72	8649.50	9164.98	9569.43	9951.74	10321.28	10654.56	10919.60	11095.10
"DJI"	0.00	1.24	3.03	5.83	10.22	16.30	24.30	35.33	47.73	65.24	83.18	97.30	110.45	125.79	143.12	159.90	173.47	182.75	189.25
"DNK"	0.00	25.67	58.16	98.67	150.29	211.47	278.06	343.25	403.53	471.56	550.82	631.75	710.33	787.45	857.60	924.01	989.85	1053.80	1110.76
"DOM"	0.00	11.38	27.30	49.98	81.34	122.00	171.43	228.50	293.99	365.63	441.64	514.95	587.50	655.34	716.02	765.43	803.10	829.14	844.54
"ECU"	0.00	26.18	67.21	129.48	220.76	348.91	516.40	721.09	958.12	1230.81	1519.09	1817.36	2120.39	2407.65	2678.87	2918.42	3121.23	3282.98	3400.97
"EGY"	0.00	253.93	614.98	1157.15	1929.50	2931.84	4124.05	5760.36	8039.30	10819.71	13475.61	16132.40	18743.44	21665.46	24660.05	27437.76	29760.87	31720.22	33337.09
"ESP"	0.00	206.34	465.37	811.95	1287.06	1913.62	2696.12	3605.44	4427.30	5039.95	5481.40	5780.24	6080.50	6449.69	6831.85	7167.18	7424.39	7617.43	7786.60
"EST"	0.00	8.91	19.35	31.80	45.80	61.79	79.37	97.94	118.37	140.61	154.85	162.75	169.90	180.46	189.37	199.28	207.95	213.34	216.67
"ETH"	0.00	90.92	233.11	459.09	803.53	1324.18	2083.40	3106.83	4523.24	6323.35	8741.83	11761.47	15035.23	18286.10	21482.58	24560.13	27364.64	29792.57	31757.43
"FIN"	0.00	26.79	62.50	106.67	159.53	217.44	271.96	333.92	400.81	467.31	542.46	609.14	670.73	734.20	795.73	854.17	907.91	954.08	991.89
"FJI"	0.00	0.82	1.98	3.64	5.88	8.46	11.26	14.56	18.31	21.66	24.99	27.64	30.29	33.71	36.95	39.42	41.13	42.39	43.30
"FRA"	0.00	293.00	679.64	1170.10	1797.39	2551.92	3410.19	4191.44	5060.97	5966.75	6864.33	7781.20	8698.51	9602.21	10502.63	11340.34	12110.23	12809.51	13427.64
"GAB"	0.00	3.45	7.94	13.82	21.95	33.30	48.61	68.86	95.45	128.71	167.81	211.23	260.17	316.54	380.31	444.02	505.86	564.55	620.42
"GBR"	0.00	278.47	625.09	1072.96	1673.53	2412.95	3204.89	4004.79	4915.53	5881.58	6808.16	7651.49	8431.12	9346.31	10198.65	11002.91	11751.50	12411.06	12955.78
"GEO"	0.00	21.52	48.44	86.32	135.62	183.06	233.00	282.57	333.42	397.92	452.31	466.05	470.91	507.34	547.03	580.50	603.97	617.81	626.89
"GHA"	0.00	31.99	77.57	148.61	255.82	412.36	623.54	897.86	1236.55	1624.96	2059.45	2503.28	2985.84	3520.90	4059.76	4547.84	4970.43	5343.67	5687.49
"GIN"	0.00	11.13	28.86	55.18	91.98	140.59	204.13	286.89	393.46	526.33	683.69	860.48	1053.74	1260.56	1477.88	1690.09	1891.68	2078.97	2242.37
"GMB"	0.00	1.70	4.43	8.87	15.84	26.28	39.86	59.11	83.47	112.27	146.71	188.28	236.99	292.90	357.78	427.64	499.90	572.71	643.46
"GNB"	0.00	1.57	4.36	7.99	13.23	19.04	31.66	45.49	64.15	85.45	110.71	138.46	169.07	202.66	238.43	275.38	312.05	347.48	380.77
"GNQ"	0.00	1.12	3.03	6.48	11.90	18.92	26.51	34.38	45.59	62.40	83.36	107.66	134.93	166.73	202.22	239.76	277.26	312.76	345.28
"GRC"	0.00	52.95	117.27	198.51	298.92	429.93	581.78	750.16	905.05	1024.09	1115.57	1189.04	1254.69	1340.27	1424.89	1499.68	1561.34	1611.08	1653.36
"GTM"	0.00	25.73	64.04	120.80	204.04	323.61	492.30	727.16	1042.00	1435.19	1923.85	2492.18	3125.83	3790.53	4493.90	5199.06	5882.94	6524.11	7102.52
"HND"	0.00	12.44	31.64	62.30	109.28	178.51	273.19	403.84	575.92	790.07	1042.29	1309.91	1570.87	1823.17	2075.63	2308.47	2513.71	2686.69	2822.07
"HRV"	0.00	22.44	50.92	86.69	129.02	174.97	223.89	276.81	330.72	377.85	417.38	453.50	472.45	493.14	507.08	519.17	527.74	533.19	534.43
"HUN"	0.00	48.98	111.58	183.75	256.17	344.81	454.23	596.83	718.58	838.46	946.71	1015.18	1066.34	1118.41	1175.32	1232.66	1285.36	1326.47	1355.37
"IDN"	0.00	-23.47	-98.03	-284.73	-630.36	-1184.23	-1944.08	-2861.04	-3934.67	-4856.44	-5831.33	-6987.06	-8314.84	-9799.05	-10907.60	-11805.26	-12528.07	-13121.10	-13584.57
"IND"	0.00	3959.75	10143.34	19351.58	32204.27	49228.36	70075.20	95503.41	125215.04	158809.72	193689.66	227947.63	261007.34	288868.64	315349.56	337769.00	356620.93	371732.49	382262.65
"IRL"	0.00	15.21	36.87	67.06	108.47	161.56	229.51	312.45	409.35	482.61	551.23	620.11	689.95	772.44	858.97	939.83	1007.99	1061.79	1107.22
"IRN"	0.00	253.99	656.13	1274.89	2231.06	3639.42	5469.93	7999.99	11637.27	15697.15	18933.52	21010.76	22442.68	24137.63	26097.82	27760.48	29066.96	30042.56	30723.10
"IRQ"	0.00	69.38	180.67	331.97	561.56	939.15	1472.74	2178.62	3039.26	4090.83	5336.00	6799.06	8416.34	10137.45	11970.36	13893.82	15871.14	17794.07	19557.94
"ISL"	0.00	1.13	2.76	5.13	8.29	12.07	16.51	21.53	27.18	33.07	39.25	44.87	49.95	55.31	60.35	64.83	68.75	71.95	74.54
"ISR"	0.00	45.15	112.50	205.19	325.60	476.31	675.38	908.54	1162.66	1440.95	1732.68	2047.95	2389.55	2779.52	3190.93	3560.52	3897.36	4206.95	4491.22
"ITA"	0.00	314.40	693.56	1169.53	1806.18	2615.65	3552.65	4475.07	5288.48	5985.59	6584.04	7074.52	7534.59	8010.08	8521.42	8990.57	9408.14	9775.98	10092.11
"JAM"	0.00	3.01	7.05	12.50	20.37	30.70	41.72	52.14	62.20	72.93	85.23	99.90	108.78	115.53	120.54	124.00	125.70	125.48	123.83
"JOR"	0.00	16.44	39.90	76.12	135.45	228.06	362.11	542.68	769.28	1003.15	1243.88	1477.92	1714.54	2032.31	2397.54	2729.85	2984.01	3178.55	3327.07
"JPN"	0.00	307.17	670.02	1071.35	1522.08	2037.00	2638.68	3224.32	3774.37	4283.15	4698.98	5037.72	5278.92	5456.30	5623.01	5764.70	5878.38	5965.08	6022.92
"KAZ"	0.00	48.65	117.38	221.05	357.21	517.95	701.82	910.88	1163.84	1475.40	1727.92	1892.73	2056.47	2366.09	2718.48	3038.06	3282.97	3441.00	3582.35
"KEN"	0.00	43.71	116.72	234.30	412.86	671.59	1049.99	1600.67	2361.98	3306.24	4316.18	5455.58	6836.69	8448.35	10165.85	11902.74	13618.38	15327.55	16993.46
"KGZ"	0.00	8.84	22.13	44.81	80.77	122.82	172.11	221.98	291.20	398.52	501.56	575.00	621.14	696.43	824.23	951.73	1056.51	1120.05	1160.03
"KHM"	0.00	-1.55	-6.53	-16.28	-36.84	-68.15	-110.28	-144.64	-262.73	-359.26	-483.89	-579.69	-666.38	-756.74	-859.38	-944.27	-1011.89	-1055.44	-1086.54
"KOR"	0.00	42.76	100.74	184.82	297.42	437.63	602.02	775.78	953.93	1116.10	1283.67	1438.29	1544.35	1622.58	1699.81	1765.39	1822.47	1868.58	1901.71
"KWT"	0.00	7.78	18.74	37.61	65.60	111.27	168.12	271.33	436.59	602.37	761.69	926.50	1080.16	1250.67	1450.71	1659.66	1849.60	2009.85	2142.87
"LAO"	0.00	0.29	0.19	-0.94	-4.09	-10.18	-20.94	-37.96	-64.42	-105.48	-161.42	-217.64	-261.09	-312.94	-362.51	-408.25	-446.19	-473.85	-490.78
"LBN"	0.00	23.11	55.96	105.01	179.56	277.16	391.38	537.48	727.82	947.08	1166.81	1338.82	1450.44	1491.78	1522.87	1543.50	1550.96	1547.07	1529.18
"LBR"	0.00	3.38	8.66	17.24	30.91	51.47	80.80	120.70	172.33	233.89	305.46	396.28	506.73	629.35	755.88	883.15	1009.70	1135.13	1254.22
"LKA"	0.00	104.21	260.66	496.29	815.69	1216.82	1659.32	2175.03	2739.44	3244.01	3695.35	4102.31	4539.59	5020.80	5522.03	5895.62	6139.08	6278.97	6356.59
"LSO"	0.00	2.82	6.59	11.40	16.89	23.13	31.36	44.79	66.56	95.61	130.12	168.40	203.80	238.96	277.41	316.64	352.57	382.51	406.51
"LTU"	0.00	17.88	38.20	64.42	97.55	133.81	171.74	209.36	253.37	303.33	343.33	361.77	363.93	371.27	386.78	408.61	428.95	439.95	439.32
"LUX"	0.00	2.02	4.73	8.50	13.85	20.80	28.72	37.54	47.13	56.68	67.25	78.44	88.95	98.02	106.57	113.87	120.21	125.82	130.61
"LVA"	0.00	14.00	29.20	47.17	67.63	88.66	111.39	133.26	158.84	189.00	210.80	215.64	220.22	229.72	243.20	259.46	273.31	279.95	280.57
"MAR"	0.00	87.26	230.42	465.76	819.89	1282.45	1844.64	2518.75	3354.60	4242.78	5155.62	5926.43	6534.06	7129.45	8169.41	9041.17	9696.63	10144.24	10398.37
"MDA"	0.00	12.83	30.19	53.46	80.81	104.58	127.15	153.01	191.40	247.59	286.33	290.82	279.70	283.46	289.86	297.07	299.66	295.71	290.51
"MDG"	0.00	19.80	52.83	108.07	196.90	330.89	524.77	788.53	1103.14	1525.84	2064.67	2724.35	3451.72	4233.84	5091.20	6025.62	7010.77	8013.71	8986.71
"MDV"	0.00	0.35	0.84	1.59	2.71	4.28	6.32	8.89	12.54	17.15	21.67	25.63	28.59	31.43	34.42	36.51	37.79	38.28	38.25
"MEX"	0.00	306.42	783.88	1492.02	2528.90	4031.08	6113.52	8518.09	11153.75	13999.74	17072.39	20272.89	23249.82	25892.87	28060.20	29718.89	30863.65	31542.41	31761.07
"MKD"	0.00	7.32	17.50	31.24	48.69	69.62	92.96	119.36	148.52	178.85	207.08	224.36	234.21	238.94	241.49	242.68	242.81	241.59	237.96
"MLI"	0.00	14.77	36.94	70.92	123.54	205.05	325.96	491.54	699.72	944.16	1233.62	1594.01	2043.09	2593.34	3249.15	3994.48	4819.50	5704.43	6630.98
"MLT"	0.00	1.77	4.33	7.70	11.80	15.82	20.07	25.36	31.22	37.45	43.57	49.19	52.74	55.41	57.27	58.73	59.97	60.86	61.33
"MNE"	0.00	2.42	5.71	10.02	15.27	20.80	26.75	33.35	40.93	47.48	54.70	60.70	64.55	68.81	70.96	72.31	73.07	73.43	73.21
"MNG"	0.00	8.95	22.90	47.12	89.25	146.13	220.41	308.40	414.39	556.20	669.17	740.92	790.50	891.46	1028.02	1155.25	1250.25	1304.73	1337.76
"MOZ"	0.00	24.81	64.07	125.87	218.56	346.28	515.24	731.63	1009.60	1372.42	1843.41	2442.78	3239.83	4158.86	5150.40	6211.04	7344.35	8539.61	9727.77
"MRT"	0.00	4.69	11.89	23.35	40.87	66.13	100.57	144.63	197.21	257.98	327.01	405.14	493.46	590.78	692.71	793.14	890.26	984.85	1075.88
"MUS"	0.00	1.73	4.24	7.71	12.39	17.55	23.27	30.31	36.81	43.58	51.01	57.52	63.25	66.22	67.92	69.06	70.08	70.88	71.27
"MWI"	0.00	15.61	40.24	78.28	133.88	209.95	319.60	485.98	698.75	981.50	1349.05	1779.39	2271.50	2876.83	3507.75	4199.55	4939.50	5715.63	6496.07
"MYS"	0.00	-4.32	-17.55	-46.47	-96.23	-168.64	-264.90	-391.59	-592.23	-833.58	-1088.29	-1324.39	-1528.25	-1664.91	-1812.30	-1964.70	-2108.96	-2228.60	-2308.89
"NAM"	0.00	3.40	8.40	15.60	26.06	40.51	60.38	86.62	120.29	165.51	223.03	284.92	345.48	402.52	457.66	511.28	563.15	609.05	644.26
"NER"	0.00	14.23	37.94	78.95	147.79	245.47	383.66	572.41	815.47	1127.56	1527.76	2043.21	2674.32	3428.54	4333.96	5398.73	6622.21	7986.40	9452.78
"NGA"	0.00	182.01	453.59	868.94	1494.90	2397.83	3679.88	5428.72	7652.58	10297.16	13396.41	17166.00	21822.86	27556.45	34429.86	42029.41	50192.06	58911.43	68049.53
"NLD"	0.00	74.60	174.51	307.00	480.24	686.16	897.47	1081.43	1261.44	1440.45	1621.77	1798.55	1993.15	2156.64	2304.35	2437.47	2560.87	2675.27	2777.57
"NOR"	0.00	21.60	50.47	89.03	138.93	202.40	274.69	348.38	427.06	512.62	605.27	698.11	785.83	876.98	970.75	1061.54	1147.67	1227.08	1297.43
"NPL"	0.00	71.23	179.53	337.86	574.55	912.59	1362.70	1902.25	2540.12	3370.71	4370.96	5577.38	6846.45	7848.61	8448.63	8885.48	9167.88	9343.89	9396.37
"NZL"	0.00	10.83	26.15	47.71	77.37	112.76	153.00	193.54	238.36	289.94	345.33	397.77	448.46	504.04	555.86	602.28	644.17	680.18	709.58
"OMN"	0.00	9.65	22.40	42.72	68.44	108.38	166.02	283.44	588.67	1017.73	1339.49	1451.12	1433.24	1366.11	1306.42	1247.08	1213.76	1211.69	1224.38
"PAK"	0.00	462.24	1099.15	2083.80	3560.99	5592.66	8219.67	11633.42	15980.29	21577.13	27708.29	33915.74	38872.85	43880.44	48263.31	52286.50	55707.78	58372.94	60134.30
"PAN"	0.00	10.76	27.18	52.18	89.13	140.61	207.93	288.58	379.32	478.23	582.12	692.68	804.26	910.13	1008.44	1097.08	1175.31	1240.40	1290.29
"PER"	0.00	51.38	128.16	243.24	414.71	654.12	971.98	1376.14	1839.25	2373.46	2954.30	3535.16	4082.91	4576.47	5023.02	5405.09	5712.44	5939.00	6085.85
"PHL"	0.00	2.48	-9.82	-43.64	-107.78	-208.39	-351.52	-556.06	-838.90	-1224.77	-1690.73	-2231.50	-2838.27	-3386.52	-3950.86	-4531.22	-5122.78	-5704.21	-6228.38
"POL"	0.00	168.39	413.07	742.16	1099.64	1476.59	1924.43	2473.41	3123.15	3721.12	4191.94	4446.16	4517.42	4607.47	4730.59	4888.53	5048.80	5154.80	5176.39
"PRT"	0.00	47.87	108.19	185.51	286.17	408.63	558.72	726.46	884.15	1011.52	1117.93	1206.52	1289.66	1352.45	1395.70	1422.42	1438.67	1448.01	1452.61
"PRY"	0.00	9.37	23.62	44.37	73.12	110.50	155.74	215.87	297.75	394.55	499.90	607.70	711.68	807.80	907.21	1003.78	1092.41	1168.32	1229.42
"QAT"	0.00	3.55	8.96	19.50	40.55	84.86	167.46	293.62	498.63	734.15	872.61	906.50	886.25	837.36	797.08	771.99	765.53	770.53	776.90
"ROU"	0.00	92.10	209.73	356.91	505.89	734.33	977.49	1264.65	1538.00	1835.84	1983.05	2047.30	2070.53	2094.22	2141.09	2195.01	2224.00	2223.62	2205.46
"RUS"	0.00	733.90	1689.90	2937.32	4395.76	5646.13	7066.63	8657.97	10614.54	12897.60	14133.78	14334.88	14518.17	15194.79	16310.27	17453.82	18243.01	18674.38	18972.42
"RWA"	0.00	9.48	26.64	55.57	103.55	169.25	265.12	411.88	627.70	894.45	1143.57	1545.53	1904.51	2330.08	2781.59	3231.05	3665.59	4069.79	4427.15
"SAU"	0.00	69.44	190.00	390.20	712.08	1209.11	1929.32	2962.10	4196.17	5594.29	6887.89	7996.49	8914.54	9934.90	11038.64	11972.78	12447.34	12533.02	12492.88
"SDN"	0.00	47.17	119.54	226.86	382.12	600.73	895.38	1271.45	1723.80	2250.06	2880.12	3607.20	4430.66	5283.82	6151.09	7010.93	7875.14	8735.53	9550.09
"SEN"	0.00	14.56	36.44	70.24	122.00	198.36	309.33	462.80	660.34	903.22	1180.67	1487.77	1844.73	2260.34	2736.50	3211.58	3674.88	4133.08	4591.76
"SGP"	0.00	-4.24	-13.49	-30.41	-55.63	-87.28	-126.60	-169.61	-214.46	-260.98	-315.61	-365.39	-401.34	-426.32	-451.27	-474.36	-495.12	-511.60	-520.89
"SLE"	0.00	5.40	13.30	25.02	42.52	68.22	104.42	152.34	210.56	274.60	344.44	429.46	529.65	633.44	736.80	837.57	936.20	1034.05	1128.48
"SLV"	0.00	6.62	15.51	27.78	45.63	69.84	99.82	136.33	179.70	234.79	301.60	367.86	407.79	435.59	461.57	479.10	484.90	479.51	466.41
"SRB"	0.00	36.22	85.25	144.64	211.87	285.54	370.79	470.92	574.69	672.29	754.06	798.89	820.73	821.83	805.93	784.20	760.61	736.52	710.33
"STP"	0.00	0.13	0.32	0.61	1.04	1.65	2.43	3.53	5.02	6.60	8.16	9.76	11.65	13.93	16.19	18.22	19.99	21.71	23.46
"SUR"	0.00	0.89	2.16	4.11	7.23	11.18	15.98	20.75	26.71	32.98	38.49	45.33	52.06	56.83	60.95	64.22	66.85	68.93	70.32
"SVK"	0.00	21.85	53.60	95.26	144.50	197.14	263.25	347.92	434.81	518.34	584.09	614.80	624.79	639.81	660.93	686.99	711.29	726.62	732.20
"SVN"	0.00	10.71	25.65	44.90	68.71	96.60	126.48	160.60	194.35	224.45	246.15	262.70	275.52	292.77	310.69	327.71	342.15	353.71	363.25
"SWE"	0.00	46.82	105.09	177.10	266.38	375.51	495.42	618.30	751.78	907.82	1086.70	1223.61	1370.08	1534.68	1702.31	1871.81	2037.99	2188.78	2323.14
"SWZ"	0.00	1.72	4.10	7.19	10.82	14.64	18.45	23.40	32.28	47.46	66.97	86.87	106.27	127.58	150.72	173.28	193.36	210.39	224.77
"SYR"	0.00	52.06	139.77	271.06	472.18	756.07	1137.05	1685.73	2428.20	3315.91	4283.29	5390.78	6479.60	7447.07	8333.68	9153.69	9955.50	10614.68	11080.38
"TGO"	0.00	5.84	14.53	27.34	46.14	73.26	111.50	163.31	229.74	310.29	400.27	499.07	614.73	749.49	906.32	1061.43	1210.98	1355.88	1495.24
"THA"	0.00	-39.63	-119.85	-262.48	-478.16	-768.66	-1108.82	-1466.70	-1793.82	-2081.14	-2329.77	-2517.19	-2658.40	-2733.05	-2742.37	-2701.47	-2637.83	-2565.31	-2484.63
"TJK"	0.00	11.27	28.32	57.97	103.72	163.21	234.97	319.04	429.54	584.75	746.96	902.41	1022.42	1182.02	1424.25	1666.81	1886.34	2060.21	2215.50
"TKM"	0.00	10.54	26.41	52.79	91.16	137.75	193.77	260.02	340.67	447.58	560.15	634.98	704.49	763.72	830.62	895.88	948.94	980.69	996.23
"TTO"	0.00	1.99	4.71	8.13	12.56	17.01	21.91	27.46	34.80	40.83	43.62	44.37	45.70	47.94	50.38	51.78	51.87	51.29	50.87
"TUN"	0.00	42.26	110.39	217.40	377.79	592.37	847.88	1175.00	1569.67	1981.22	2351.92	2603.28	2787.83	2982.86	3189.15	3371.48	3499.20	3556.58	3546.48
"TUR"	0.00	316.45	791.62	1503.45	2519.66	3902.73	5731.43	7992.28	10557.15	13193.20	15758.36	18273.78	20529.21	22486.53	24182.53	25535.93	26570.60	27302.19	27680.75
"TZA"	0.00	50.35	128.23	244.21	411.17	648.99	986.92	1456.47	2072.58	2845.39	3762.95	4838.49	6152.86	7759.85	9579.89	11510.14	13528.02	15625.02	17758.26
"UGA"	0.00	31.85	81.66	157.19	270.89	439.91	680.08	1007.31	1441.57	2002.87	2714.66	3583.43	4639.57	5881.58	7309.92	8851.08	10468.97	12124.69	13733.34
"UKR"	0.00	230.96	521.12	854.83	1255.81	1617.26	2008.53	2439.77	2940.03	3494.01	3756.41	3731.88	3570.65	3651.22	3820.51	4001.33	4106.57	4095.58	4030.59
"URY"	0.00	11.18	24.91	42.85	65.71	92.59	125.81	164.08	201.17	241.85	285.88	327.51	364.05	395.06	422.41	445.31	463.53	477.07	486.37
"UZB"	0.00	56.25	144.21	293.72	516.09	786.22	1123.73	1536.02	2036.90	2692.98	3399.25	3932.55	4280.25	4670.79	5072.76	5431.78	5704.03	5847.05	5901.05
"VEN"	0.00	52.27	134.65	258.08	441.52	684.50	980.15	1355.18	1798.60	2310.78	2837.65	3363.96	3882.65	4378.24	4841.61	5245.32	5577.88	5836.50	6020.34
"VNM"	0.00	-19.01	-68.62	-181.66	-378.36	-664.10	-1045.72	-1509.48	-2062.43	-2698.63	-3347.61	-3722.89	-3997.32	-4255.96	-4442.00	-4538.06	-4532.11	-4475.39	-4396.63
"YEM"	0.00	43.02	106.14	196.28	320.85	477.97	677.77	996.15	1462.30	2067.15	2810.10	3547.05	4238.09	4851.20	5470.39	6080.44	6640.83	7073.40	7347.16
"ZAF"	0.00	109.43	260.48	466.25	724.99	1023.41	1379.66	1833.53	2470.33	3225.93	3972.22	4642.76	5365.51	6219.30	7004.10	7709.15	8281.16	8737.88	9108.65
"ZMB"	0.00	14.80	36.47	68.56	117.29	193.25	308.94	472.74	680.27	933.18	1237.09	1615.58	2066.35	2586.51	3221.29	3937.34	4722.62	5574.88	6475.98
"ZWE"	0.00	23.17	57.87	102.19	153.93	215.25	306.05	469.58	748.84	1129.07	1562.54	1983.84	2377.87	2794.74	3250.09	3745.58	4213.77	4612.72	4947.75

"Cold Related Cardiovascular Deaths due to Climate Change (by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"USA"	0.00	32396.45	53966.11	60797.62	49656.36	17810.17	-39460.74	-126038.83	-243983.84	-389996.79	-558739.50	-742424.60	-934295.42	-1126042.82	-1310021.71	-1480556.25	-1633157.98	-1764574.09	-1872780.65
"CAN"	0.00	7426.78	17662.69	31242.98	49064.84	73926.55	106831.74	147737.11	195181.60	247297.20	302725.18	361817.79	421514.27	477030.69	526203.20	567767.57	601240.77	627027.51	645110.10
"ARG"	0.00	157.36	193.62	66.43	-284.01	-918.72	-1964.82	-3567.37	-5450.98	-7617.20	-9954.35	-12272.00	-14438.76	-16536.44	-18498.81	-20253.73	-21750.14	-22976.19	-23951.10
"ARM"	0.00	-80.44	-183.69	-341.97	-551.52	-757.19	-962.71	-1214.60	-1545.42	-1956.34	-2271.17	-2423.36	-2525.62	-2666.48	-2742.37	-2769.33	-2746.27	-2700.30	-2660.45
"AUS"	0.00	956.69	1747.85	2136.26	1993.14	1425.28	227.89	-1982.66	-5425.70	-10021.23	-14838.63	-19495.71	-24336.51	-29490.25	-34352.43	-38791.69	-42661.25	-45947.59	-48650.66
"AUT"	0.00	-117.31	-311.44	-640.35	-1164.97	-1856.67	-2597.98	-3364.83	-4250.36	-5139.21	-6075.88	-6966.57	-7827.64	-8673.16	-9511.34	-10310.35	-11056.71	-11713.53	-12259.74
"AZE"	0.00	-157.03	-390.23	-793.76	-1422.37	-2115.21	-2819.58	-3566.36	-4582.17	-5869.73	-7045.01	-7699.31	-7966.02	-8352.55	-9032.67	-9573.55	-9843.88	-9905.19	-9924.09
"BDI"	0.00	-19.02	-47.48	-89.87	-146.70	-221.90	-318.51	-460.77	-669.22	-942.50	-1248.72	-1565.90	-1939.73	-2444.19	-3081.74	-3799.82	-4531.02	-5262.42	-6043.49
"BEL"	0.00	-152.61	-413.90	-842.01	-1465.36	-2255.76	-3150.39	-4128.45	-5204.87	-6320.30	-7485.77	-8574.81	-9695.98	-10902.35	-12062.61	-13145.13	-14113.13	-14937.61	-15637.12
"BEN"	0.00	-21.34	-50.74	-92.12	-150.55	-230.44	-334.29	-464.55	-624.18	-815.33	-1042.17	-1305.15	-1605.02	-1927.54	-2257.03	-2588.24	-2916.97	-3238.62	-3545.33
"BFA"	0.00	-31.81	-75.25	-137.13	-225.06	-348.61	-514.32	-737.71	-1024.32	-1371.94	-1792.35	-2304.73	-2926.07	-3659.17	-4476.59	-5365.04	-6313.87	-7311.53	-8339.47
"BGD"	0.00	-719.63	-1653.82	-3031.92	-5199.78	-8308.63	-12360.22	-17730.61	-24314.68	-31730.89	-39692.76	-47752.35	-55200.35	-61152.56	-66288.56	-70374.73	-73349.88	-75179.09	-76081.58
"BGR"	0.00	27.33	-80.00	-319.53	-680.08	-1206.49	-1926.94	-2769.88	-3657.14	-4556.66	-5219.63	-5711.69	-6165.67	-6658.61	-7156.95	-7612.90	-7985.63	-8260.70	-8465.35
"BHR"	0.00	-7.92	-19.13	-46.55	-87.31	-148.15	-242.25	-339.16	-531.23	-791.05	-1009.86	-1160.25	-1236.13	-1283.44	-1329.11	-1344.58	-1360.27	-1378.50	-1396.27
"BHS"	0.00	0.12	0.06	-0.29	-1.04	-2.11	-3.58	-5.24	-7.41	-9.86	-12.61	-15.21	-17.33	-19.45	-21.53	-23.45	-25.17	-26.63	-27.78
"BIH"	0.00	56.21	33.50	-90.87	-356.75	-727.08	-1164.19	-1677.51	-2297.82	-2988.22	-3676.81	-4344.37	-4860.76	-5160.66	-5392.11	-5592.41	-5767.79	-5914.06	-6012.72
"BLR"	0.00	-318.44	-681.54	-1162.86	-1716.37	-2234.27	-2764.74	-3314.81	-3976.42	-4685.55	-5087.85	-5142.01	-5136.02	-5337.16	-5613.55	-5888.53	-6066.57	-6116.57	-6113.25
"BLZ"	0.00	-0.81	-2.02	-3.92	-7.10	-12.04	-19.10	-28.47	-40.60	-54.60	-70.01	-86.63	-103.48	-119.89	-135.86	-150.81	-164.27	-175.97	-185.74
"BOL"	0.00	90.33	167.20	216.88	219.85	148.66	-29.38	-319.74	-741.80	-1305.75	-2006.23	-2768.80	-3571.72	-4348.34	-5106.43	-5833.96	-6512.55	-7123.79	-7654.68
"BRA"	0.00	1231.59	1702.27	1039.14	-1250.66	-5185.75	-11006.85	-19107.39	-29276.98	-39953.37	-50433.13	-61242.33	-71452.00	-79237.55	-85657.64	-90749.88	-94675.55	-97432.43	-99113.21
"BRB"	0.00	0.02	-0.11	-0.46	-1.07	-1.84	-2.81	-3.84	-5.07	-6.43	-7.89	-9.27	-10.59	-11.86	-13.06	-14.17	-15.19	-16.09	-16.85
"BRN"	0.00	-0.02	0.13	0.58	1.40	2.73	4.42	6.12	7.51	9.08	10.77	12.39	14.34	16.01	17.32	18.29	19.04	19.65	20.13
"BTN"	0.00	-3.54	-8.29	-15.29	-24.58	-38.44	-56.68	-83.84	-120.85	-161.68	-200.66	-234.42	-262.07	-284.94	-306.00	-323.49	-336.59	-345.05	-349.53
"BWA"	0.00	-4.75	-11.54	-20.29	-29.80	-39.22	-50.85	-71.79	-107.35	-154.94	-207.62	-259.94	-308.10	-356.31	-402.92	-446.01	-482.83	-511.56	-531.62
"CHE"	0.00	-106.69	-292.46	-596.08	-1079.42	-1736.39	-2498.96	-3388.76	-4468.34	-5699.40	-7040.47	-8400.44	-9740.44	-11072.54	-12377.74	-13637.19	-14811.46	-15841.74	-16684.27
"CHL"	0.00	75.26	73.40	-57.85	-359.65	-806.57	-1397.14	-2073.07	-2914.36	-3904.17	-4947.70	-5883.50	-6717.99	-7470.16	-8126.48	-8672.53	-9108.95	-9445.71	-9703.16
"CHN"	0.00	89534.10	152602.93	184764.21	170543.94	102906.01	-10000.64	-154924.06	-339503.17	-549682.15	-758093.03	-967492.26	-1174398.92	-1363797.70	-1524584.66	-1663751.12	-1787103.50	-1889774.35	-1965844.08
